State,Crop,Soil_Type,Temperature,Humidity,Rainfall,Soil_Moisture,Water_Required
Bihar,Wheat,Loamy,34.82,43.22,28.37,49.59,15.36
UttarPradesh,Cotton,Loamy,20.64,40.54,36.05,49.08,11.98
Bihar,Rice,Peaty,28.08,52.41,27.28,21.25,18.9
Karnataka,Rice,Sandy,23.03,79.58,48.14,37.79,16.16
TamilNadu,Rice,Clay,30.81,85.71,27.48,33.46,17.3
AndhraPradesh,Maize,Loamy,35.92,58.37,32.53,11.11,23.81
Telangana,Pulses,Clay,35.99,82.47,70.71,20.6,25.75
TamilNadu,Groundnut,Clay,32.46,35.79,82.77,54.16,19.18
Gujarat,Cotton,Loamy,30.59,72.81,88.31,47.94,20.42
Gujarat,Sugarcane,Silty,22.86,35.86,76.02,47.79,16.9
Rajasthan,Maize,Sandy,37.91,62.15,15.78,52.74,14.4
AndhraPradesh,Wheat,Peaty,38.69,82.47,40.02,17.27,24.16
Karnataka,Maize,Loamy,36.84,45.54,34.0,17.06,23.04
Gujarat,Maize,Loamy,27.3,72.26,69.88,10.14,25.15
AndhraPradesh,Groundnut,Sandy,35.81,72.89,24.31,51.43,14.89
Maharashtra,Rice,Clay,26.22,66.86,46.1,52.51,13.97
Punjab,Pulses,Sandy,39.36,77.95,22.66,43.98,17.28
Maharashtra,Maize,Peaty,39.94,77.46,79.26,43.07,23.29
Karnataka,Sugarcane,Loamy,29.59,64.49,33.51,30.64,18.1
Bihar,Cotton,Silty,22.66,77.51,17.24,27.34,15.05
Karnataka,Wheat,Clay,28.36,34.89,24.66,26.61,17.65
Maharashtra,Cotton,Peaty,26.8,63.7,80.5,35.59,20.97
Karnataka,Maize,Silty,20.98,87.6,58.15,21.27,19.86
AndhraPradesh,Cotton,Clay,26.57,73.84,15.88,39.3,13.7
Bihar,Wheat,Clay,31.31,69.63,60.75,31.96,21.08
Telangana,Rice,Clay,38.74,77.49,84.91,38.31,24.45
Punjab,Wheat,Peaty,35.56,78.61,41.95,57.59,15.35
Rajasthan,Sugarcane,Clay,30.9,65.34,30.93,49.32,14.5
Bihar,Cotton,Loamy,29.99,70.39,35.18,53.27,13.86
Bihar,Rice,Silty,26.32,34.08,18.41,33.01,15.14
Punjab,Pulses,Silty,21.58,58.77,90.49,19.28,23.67
Haryana,Groundnut,Clay,36.67,76.72,51.91,28.73,22.45
Punjab,Cotton,Peaty,33.07,74.05,64.65,34.02,21.58
Karnataka,Groundnut,Silty,36.88,56.56,5.23,49.64,13.66
Karnataka,Rice,Loamy,25.36,82.08,31.76,31.42,16.5
Haryana,Groundnut,Sandy,22.3,55.85,88.46,51.25,17.29
UttarPradesh,Sugarcane,Peaty,35.42,40.27,29.93,35.99,18.42
MadhyaPradesh,Wheat,Peaty,34.3,53.46,68.41,45.04,20.12
TamilNadu,Groundnut,Peaty,26.75,54.41,63.61,55.49,15.29
Haryana,Wheat,Sandy,38.04,59.83,32.34,35.92,19.46
MadhyaPradesh,Cotton,Sandy,38.59,33.76,20.25,45.69,16.46
Gujarat,Cotton,Peaty,24.76,82.53,43.01,35.48,16.63
AndhraPradesh,Pulses,Sandy,39.4,36.03,20.16,15.77,22.68
AndhraPradesh,Maize,Loamy,22.96,84.96,33.26,43.74,13.47
Haryana,Wheat,Silty,21.96,86.18,94.46,28.67,22.3
Punjab,Pulses,Silty,24.57,80.46,73.34,11.53,24.4
Gujarat,Sugarcane,Sandy,39.35,58.86,24.39,10.21,24.2
Haryana,Groundnut,Silty,39.26,45.41,90.03,17.03,29.38
Bihar,Cotton,Clay,34.84,33.88,25.01,11.28,22.7
Haryana,Wheat,Loamy,21.84,34.9,70.78,23.93,20.84
AndhraPradesh,Rice,Sandy,21.22,84.77,71.44,22.33,21.04
Haryana,Wheat,Sandy,38.31,31.28,86.07,13.73,29.35
Karnataka,Wheat,Loamy,38.36,48.27,83.14,37.08,24.41
AndhraPradesh,Wheat,Loamy,38.46,48.61,57.01,17.46,25.75
TamilNadu,Rice,Loamy,36.01,71.36,77.91,32.42,24.11
Rajasthan,Sugarcane,Sandy,37.09,65.24,40.5,55.8,16.02
UttarPradesh,Groundnut,Loamy,38.16,63.67,87.18,17.15,28.74
Karnataka,Maize,Loamy,39.53,44.52,67.54,50.86,20.44
Rajasthan,Rice,Loamy,23.84,67.0,42.17,58.01,11.77
TamilNadu,Cotton,Sandy,32.1,33.21,34.28,22.97,20.46
Telangana,Pulses,Silty,28.92,67.08,64.0,58.63,15.35
TamilNadu,Groundnut,Clay,24.86,67.65,52.94,24.26,19.9
Rajasthan,Groundnut,Loamy,38.84,76.08,37.21,59.25,15.52
Punjab,Wheat,Clay,38.71,39.74,19.86,31.56,19.29
Punjab,Pulses,Sandy,20.78,77.06,46.18,58.27,11.2
Bihar,Pulses,Peaty,36.65,59.28,27.32,44.12,16.9
Bihar,Pulses,Loamy,39.83,74.53,47.55,10.16,26.67
Rajasthan,Wheat,Loamy,31.66,54.66,74.67,35.68,21.83
Telangana,Pulses,Clay,39.29,39.85,40.9,12.64,25.35
Punjab,Pulses,Sandy,27.0,35.3,86.17,38.05,21.11
Rajasthan,Wheat,Silty,25.56,58.74,72.21,51.54,16.58
Telangana,Maize,Peaty,30.73,49.83,94.75,32.67,24.16
Karnataka,Sugarcane,Peaty,24.52,63.48,8.58,31.31,13.95
Punjab,Groundnut,Loamy,20.39,83.31,54.46,50.53,13.46
Karnataka,Cotton,Sandy,24.25,83.99,26.91,39.12,14.14
Punjab,Pulses,Clay,34.36,60.07,48.16,29.03,21.32
AndhraPradesh,Groundnut,Loamy,29.54,80.74,34.89,56.54,13.04
Maharashtra,Pulses,Peaty,34.55,78.2,18.84,55.03,13.24
MadhyaPradesh,Wheat,Sandy,31.96,49.9,8.03,28.05,16.78
AndhraPradesh,Pulses,Clay,25.71,68.55,10.13,25.05,15.72
Punjab,Rice,Silty,39.0,70.24,92.04,40.93,24.72
Telangana,Cotton,Loamy,20.91,40.84,5.99,45.81,9.71
TamilNadu,Groundnut,Sandy,35.94,89.14,53.03,24.51,23.18
Punjab,Maize,Silty,31.48,59.09,49.48,27.87,20.82
Maharashtra,Wheat,Loamy,21.65,54.09,71.32,27.4,20.15
UttarPradesh,Wheat,Peaty,39.77,59.09,95.88,23.33,28.85
Rajasthan,Pulses,Sandy,28.58,40.18,23.59,59.76,10.98
Rajasthan,Cotton,Sandy,31.2,53.84,34.24,56.21,13.54
Haryana,Sugarcane,Clay,30.61,70.41,74.66,25.21,23.61
Gujarat,Rice,Peaty,37.55,43.33,65.95,59.16,18.03
MadhyaPradesh,Pulses,Loamy,34.84,58.86,84.59,22.2,26.47
Rajasthan,Sugarcane,Sandy,21.18,65.36,14.08,25.29,14.7
MadhyaPradesh,Cotton,Peaty,24.21,88.89,62.57,12.19,23.08
Punjab,Cotton,Clay,24.76,40.43,38.9,16.28,20.06
UttarPradesh,Sugarcane,Loamy,25.27,54.43,39.26,56.11,12.29
Rajasthan,Pulses,Sandy,38.07,63.9,7.02,52.01,13.72
Telangana,Wheat,Peaty,32.19,84.9,87.58,11.64,28.09
MadhyaPradesh,Wheat,Silty,28.46,54.36,66.58,50.48,17.1
Bihar,Rice,Silty,34.93,47.82,50.04,13.19,24.84
Telangana,Pulses,Loamy,38.56,83.54,95.88,30.15,27.13
Rajasthan,Cotton,Peaty,33.98,50.5,14.88,46.25,14.43
AndhraPradesh,Rice,Sandy,28.44,81.91,62.78,18.2,23.17
Bihar,Cotton,Sandy,37.74,69.27,71.31,12.0,28.05
TamilNadu,Rice,Sandy,30.31,76.9,25.87,35.93,16.49
Gujarat,Sugarcane,Loamy,25.64,67.07,44.95,17.86,20.62
Karnataka,Rice,Silty,34.8,48.05,14.77,46.76,14.57
TamilNadu,Maize,Silty,32.7,56.84,9.04,35.59,15.6
Maharashtra,Wheat,Peaty,36.05,31.87,81.14,12.56,28.42
Karnataka,Rice,Silty,21.69,40.21,56.17,13.08,21.51
Telangana,Cotton,Clay,24.2,56.2,46.3,24.99,18.89
Maharashtra,Rice,Clay,39.87,59.02,80.07,46.1,22.75
Bihar,Wheat,Silty,22.19,72.28,26.45,38.34,13.63
Bihar,Maize,Sandy,35.53,55.82,43.44,52.3,16.54
UttarPradesh,Wheat,Sandy,26.68,37.4,66.55,15.79,23.5
Punjab,Wheat,Loamy,20.48,84.19,40.5,53.79,11.44
Gujarat,Rice,Peaty,24.58,84.21,20.38,58.14,9.78
Maharashtra,Groundnut,Loamy,21.73,73.9,84.34,25.39,21.88
TamilNadu,Cotton,Clay,21.27,62.07,12.97,38.99,11.88
Haryana,Rice,Sandy,33.77,70.89,9.74,30.29,17.05
MadhyaPradesh,Pulses,Silty,29.56,58.25,99.0,46.56,21.46
AndhraPradesh,Wheat,Loamy,27.81,39.46,91.42,49.55,19.57
Telangana,Cotton,Loamy,22.76,79.99,11.24,17.14,16.52
Rajasthan,Sugarcane,Loamy,38.17,87.45,86.91,29.03,26.34
Bihar,Groundnut,Silty,24.5,35.4,64.31,24.35,20.91
Haryana,Groundnut,Peaty,28.46,68.7,68.85,15.44,24.34
MadhyaPradesh,Cotton,Silty,20.75,33.64,71.24,43.49,16.65
MadhyaPradesh,Maize,Sandy,28.93,51.8,56.71,24.76,21.4
MadhyaPradesh,Wheat,Peaty,22.93,32.1,69.75,25.77,20.7
UttarPradesh,Rice,Sandy,27.09,41.27,21.56,18.94,18.5
Maharashtra,Cotton,Clay,24.13,81.88,12.91,33.31,13.87
Gujarat,Cotton,Silty,21.97,79.61,77.75,26.03,21.16
Rajasthan,Maize,Loamy,27.58,51.16,11.79,34.21,14.61
Haryana,Pulses,Loamy,34.66,36.91,21.67,23.65,19.83
Gujarat,Sugarcane,Loamy,25.68,77.98,75.21,57.53,15.72
Rajasthan,Sugarcane,Clay,38.62,64.21,57.04,31.08,23.07
Punjab,Groundnut,Silty,39.89,55.3,11.78,21.55,20.84
UttarPradesh,Sugarcane,Clay,38.72,72.26,7.79,39.67,16.46
TamilNadu,Maize,Silty,39.06,80.1,98.75,45.27,24.54
MadhyaPradesh,Pulses,Peaty,24.79,56.5,16.88,44.46,12.23
AndhraPradesh,Wheat,Clay,33.18,38.65,93.96,38.93,23.56
Telangana,Wheat,Loamy,23.6,86.86,7.47,56.71,8.48
Maharashtra,Wheat,Clay,38.59,46.85,71.15,57.71,19.15
Maharashtra,Groundnut,Peaty,34.67,30.57,54.19,49.84,17.85
Punjab,Pulses,Silty,36.69,70.65,50.14,45.26,18.97
Telangana,Sugarcane,Silty,36.91,78.27,49.5,26.14,22.8
Maharashtra,Pulses,Sandy,25.92,44.62,87.97,26.74,23.23
Punjab,Groundnut,Loamy,24.89,30.72,29.44,54.36,11.54
Gujarat,Cotton,Silty,32.8,71.15,23.23,22.32,19.7
AndhraPradesh,Groundnut,Sandy,22.98,73.61,44.26,47.17,13.89
Karnataka,Groundnut,Sandy,22.84,86.52,72.78,46.06,16.92
TamilNadu,Pulses,Silty,35.7,70.43,66.14,56.85,17.95
Telangana,Cotton,Clay,23.43,48.98,92.32,34.73,21.32
AndhraPradesh,Rice,Loamy,22.08,58.73,25.73,46.1,11.98
AndhraPradesh,Wheat,Sandy,37.09,40.01,31.65,12.09,23.87
Maharashtra,Cotton,Peaty,37.6,61.62,44.33,55.67,16.58
TamilNadu,Wheat,Clay,30.0,77.69,16.46,40.14,14.62
Maharashtra,Pulses,Loamy,25.19,65.67,90.61,54.18,17.78
UttarPradesh,Sugarcane,Peaty,20.8,63.39,68.35,57.55,13.56
Karnataka,Groundnut,Silty,36.04,74.62,22.68,37.03,17.67
Karnataka,Rice,Clay,34.13,76.47,90.8,33.29,24.66
AndhraPradesh,Wheat,Sandy,30.42,68.49,55.63,36.38,19.41
Haryana,Pulses,Sandy,29.86,42.77,14.34,41.77,14.04
Maharashtra,Pulses,Loamy,22.76,33.42,89.05,26.56,22.42
Rajasthan,Pulses,Sandy,28.31,72.09,83.85,28.89,23.1
TamilNadu,Pulses,Sandy,29.28,53.31,12.41,40.8,13.87
Karnataka,Groundnut,Loamy,21.15,65.33,33.24,41.89,13.29
Rajasthan,Groundnut,Sandy,36.96,50.19,37.12,14.9,23.82
Karnataka,Maize,Peaty,24.56,44.66,69.72,43.21,17.7
Haryana,Wheat,Loamy,20.64,89.98,55.48,12.94,21.15
MadhyaPradesh,Cotton,Clay,25.3,31.8,12.45,56.14,9.61
TamilNadu,Cotton,Clay,22.63,32.06,62.95,51.74,14.74
UttarPradesh,Pulses,Loamy,35.32,37.69,32.69,40.71,17.72
AndhraPradesh,Maize,Loamy,24.24,79.77,7.06,56.84,8.61
TamilNadu,Pulses,Sandy,31.06,82.3,55.78,25.77,21.74
Rajasthan,Cotton,Clay,27.93,35.53,83.9,40.12,20.74
Maharashtra,Pulses,Silty,37.88,85.58,47.3,52.54,17.59
Haryana,Cotton,Silty,26.31,57.66,64.21,45.76,17.16
Karnataka,Groundnut,Loamy,24.68,40.08,28.99,28.79,16.55
MadhyaPradesh,Maize,Loamy,31.57,57.17,87.59,35.27,23.18
Gujarat,Maize,Peaty,23.81,85.16,78.46,19.5,23.09
TamilNadu,Wheat,Silty,23.65,42.87,70.68,35.57,19.05
Bihar,Rice,Silty,32.53,79.8,52.08,17.01,23.56
Gujarat,Cotton,Clay,21.73,46.0,94.51,13.76,25.22
MadhyaPradesh,Sugarcane,Loamy,24.05,46.37,45.11,13.88,20.95
AndhraPradesh,Sugarcane,Silty,21.48,39.04,48.2,33.5,16.56
TamilNadu,Wheat,Peaty,28.2,50.3,65.92,30.25,21.0
Telangana,Rice,Sandy,20.25,37.1,69.25,50.93,14.81
Haryana,Sugarcane,Clay,28.02,30.69,19.94,23.51,17.7
Telangana,Cotton,Loamy,24.21,88.84,38.71,43.74,14.39
Telangana,Sugarcane,Loamy,36.85,73.52,77.35,54.39,19.91
Maharashtra,Groundnut,Clay,37.18,84.8,39.08,23.75,22.31
UttarPradesh,Maize,Sandy,23.45,51.24,78.04,30.11,20.82
Maharashtra,Maize,Silty,30.53,61.15,84.23,23.67,24.85
Haryana,Rice,Silty,28.0,88.91,65.48,29.4,21.07
Telangana,Pulses,Peaty,24.71,74.61,75.05,47.25,17.47
Karnataka,Sugarcane,Peaty,29.63,57.43,6.63,50.74,11.4
MadhyaPradesh,Cotton,Clay,30.5,85.16,20.14,17.22,19.72
Gujarat,Cotton,Sandy,33.02,38.8,88.13,48.3,21.06
Bihar,Pulses,Silty,35.6,60.22,94.16,19.52,28.19
Gujarat,Rice,Clay,25.4,81.75,59.6,30.36,19.51
Maharashtra,Cotton,Clay,32.89,88.6,5.85,39.46,14.56
Punjab,Pulses,Loamy,37.96,67.6,47.02,44.9,19.11
TamilNadu,Sugarcane,Silty,38.11,50.79,12.13,15.75,21.5
Bihar,Rice,Peaty,26.55,79.66,30.6,31.84,16.66
TamilNadu,Wheat,Sandy,24.69,80.65,47.91,50.88,14.02
Bihar,Cotton,Peaty,39.75,40.11,90.74,45.25,23.95
Bihar,Maize,Loamy,38.68,79.39,67.0,29.66,24.37
MadhyaPradesh,Maize,Loamy,37.76,45.84,83.92,41.39,23.44
TamilNadu,Cotton,Loamy,24.32,37.2,50.5,45.6,15.23
Karnataka,Wheat,Clay,33.04,56.53,18.85,20.27,19.74
MadhyaPradesh,Groundnut,Sandy,35.51,88.21,22.68,45.47,15.83
Maharashtra,Wheat,Clay,22.26,30.39,18.81,55.42,9.47
Punjab,Groundnut,Sandy,39.42,63.05,16.8,45.77,16.35
Bihar,Wheat,Loamy,30.69,46.7,31.26,32.34,17.87
MadhyaPradesh,Maize,Peaty,36.4,37.17,99.14,42.2,24.39
MadhyaPradesh,Cotton,Loamy,39.79,30.94,76.5,35.56,24.48
UttarPradesh,Rice,Sandy,20.98,40.97,21.16,32.91,13.83
Haryana,Cotton,Clay,31.68,64.45,76.5,35.28,22.1
Haryana,Wheat,Loamy,28.96,60.76,10.17,10.77,19.55
UttarPradesh,Pulses,Clay,35.65,66.95,29.88,36.28,18.43
Karnataka,Maize,Clay,38.88,62.94,36.06,11.64,24.94
Karnataka,Maize,Peaty,38.0,81.43,11.8,21.4,20.3
Karnataka,Rice,Peaty,38.07,57.23,48.05,24.73,23.28
Telangana,Wheat,Sandy,28.98,59.47,11.69,53.4,11.18
Bihar,Cotton,Sandy,39.08,34.86,74.24,25.43,26.06
UttarPradesh,Rice,Peaty,20.74,61.34,16.75,19.97,15.9
Rajasthan,Maize,Silty,27.31,68.53,68.45,38.45,19.35
Punjab,Groundnut,Clay,37.07,70.67,70.84,31.28,23.95
Bihar,Sugarcane,Clay,31.1,80.33,43.9,16.4,22.44
Telangana,Maize,Clay,25.98,66.12,40.96,22.06,19.48
Bihar,Sugarcane,Loamy,35.75,80.36,71.12,23.96,25.05
UttarPradesh,Cotton,Peaty,27.28,53.08,77.0,58.69,16.15
TamilNadu,Wheat,Clay,29.09,44.13,98.76,39.91,22.62
Punjab,Pulses,Loamy,30.05,35.82,42.06,30.9,19.04
Bihar,Groundnut,Sandy,37.58,55.44,78.03,34.61,24.15
Karnataka,Maize,Peaty,24.47,77.78,57.05,15.74,21.9
Haryana,Rice,Clay,25.43,60.13,81.84,30.5,21.71
Haryana,Groundnut,Silty,35.6,55.33,41.96,22.74,22.33
Rajasthan,Pulses,Peaty,24.95,64.06,42.59,32.23,17.3
Gujarat,Rice,Clay,28.43,87.84,16.96,25.49,17.13
Punjab,Sugarcane,Sandy,29.09,58.91,38.22,34.23,17.7
MadhyaPradesh,Pulses,Silty,21.5,40.89,8.55,55.81,8.14
MadhyaPradesh,Pulses,Peaty,32.45,47.34,37.67,53.67,14.77
TamilNadu,Groundnut,Sandy,20.1,55.85,16.34,14.33,16.8
Haryana,Sugarcane,Sandy,31.76,46.94,58.04,24.45,22.44
Gujarat,Groundnut,Sandy,33.43,56.28,54.27,53.79,16.7
Haryana,Maize,Loamy,24.43,73.63,38.89,47.09,13.8
Telangana,Pulses,Loamy,21.23,59.31,93.2,56.71,16.35
UttarPradesh,Rice,Silty,30.58,82.46,76.72,53.73,18.1
Karnataka,Groundnut,Loamy,34.45,54.24,68.24,28.13,23.53
Maharashtra,Groundnut,Loamy,33.33,33.4,65.88,55.49,17.49
UttarPradesh,Rice,Peaty,21.16,73.14,28.84,13.39,18.55
TamilNadu,Groundnut,Loamy,25.17,43.16,44.45,18.63,20.27
Telangana,Rice,Clay,38.75,32.07,16.89,49.63,15.39
Telangana,Groundnut,Clay,27.88,37.93,75.07,46.57,18.56
Haryana,Wheat,Sandy,27.87,61.34,79.53,58.58,16.6
Bihar,Maize,Peaty,25.45,74.87,18.03,43.45,12.75
MadhyaPradesh,Groundnut,Peaty,37.21,85.27,59.13,50.53,18.97
Telangana,Cotton,Clay,31.56,79.36,30.27,39.17,16.66
Gujarat,Wheat,Silty,39.3,80.01,35.41,28.11,21.71
MadhyaPradesh,Rice,Peaty,37.87,43.45,22.55,13.44,22.93
TamilNadu,Groundnut,Silty,31.12,59.59,79.83,50.73,19.17
Rajasthan,Rice,Clay,29.73,47.79,52.41,38.85,18.39
Punjab,Pulses,Peaty,20.14,62.59,13.31,17.85,15.8
Haryana,Sugarcane,Clay,29.85,87.26,87.39,39.19,21.86
Rajasthan,Groundnut,Sandy,21.03,82.53,69.82,46.66,15.96
Maharashtra,Sugarcane,Silty,30.73,37.27,70.48,46.24,19.02
Haryana,Maize,Clay,30.14,47.72,49.34,50.35,15.91
Telangana,Wheat,Sandy,30.9,77.26,6.35,45.87,12.73
Maharashtra,Sugarcane,Peaty,37.79,48.11,14.55,16.08,21.58
Haryana,Rice,Clay,22.27,43.55,54.67,55.55,13.04
Bihar,Maize,Sandy,38.47,85.37,64.16,14.83,26.99
Punjab,Groundnut,Silty,28.6,34.7,59.1,35.61,19.37
Haryana,Cotton,Loamy,38.76,43.97,45.65,37.72,20.65
Telangana,Wheat,Silty,37.54,43.26,53.94,40.18,20.62
Punjab,Rice,Loamy,26.03,72.98,82.04,25.47,22.92
Haryana,Sugarcane,Peaty,24.73,47.61,5.13,48.08,10.32
Maharashtra,Groundnut,Sandy,34.42,56.55,29.3,58.51,13.55
Punjab,Sugarcane,Silty,27.34,38.14,91.85,49.81,19.43
UttarPradesh,Rice,Sandy,31.36,61.36,14.24,43.86,14.06
UttarPradesh,Wheat,Loamy,21.04,33.01,7.26,14.22,16.19
Bihar,Cotton,Peaty,31.06,79.12,90.29,39.88,22.37
Rajasthan,Maize,Clay,23.43,42.57,73.09,24.81,21.38
UttarPradesh,Pulses,Peaty,32.18,31.38,16.82,28.44,17.65
Telangana,Pulses,Loamy,34.22,75.02,78.04,11.5,27.77
Haryana,Wheat,Peaty,25.46,52.06,11.01,45.73,11.59
UttarPradesh,Cotton,Peaty,27.22,70.54,82.31,59.55,16.49
Telangana,Pulses,Peaty,34.22,72.17,95.92,25.02,26.85
Bihar,Rice,Loamy,26.1,53.41,92.22,41.06,20.84
MadhyaPradesh,Maize,Silty,25.49,41.07,61.61,43.1,17.19
MadhyaPradesh,Maize,Sandy,37.65,89.43,31.58,59.25,14.6
Karnataka,Wheat,Loamy,31.09,73.58,15.62,46.12,13.66
Gujarat,Cotton,Peaty,29.4,88.42,64.77,32.13,20.87
Punjab,Maize,Silty,25.53,75.76,91.45,30.68,22.67
Karnataka,Sugarcane,Loamy,31.58,59.93,52.6,43.18,18.1
AndhraPradesh,Groundnut,Sandy,28.98,62.5,93.68,17.2,26.62
TamilNadu,Sugarcane,Sandy,23.49,53.5,81.4,52.52,16.68
Rajasthan,Maize,Clay,27.42,69.92,6.82,49.62,10.98
MadhyaPradesh,Rice,Clay,36.78,70.38,44.31,42.99,18.87
Gujarat,Maize,Clay,25.25,84.93,37.69,31.66,17.01
Maharashtra,Sugarcane,Clay,27.94,67.58,10.35,30.45,15.33
UttarPradesh,Rice,Clay,34.18,88.23,46.91,30.27,20.89
MadhyaPradesh,Wheat,Silty,33.81,40.33,69.84,29.02,23.32
Punjab,Cotton,Peaty,37.31,53.21,77.07,31.63,24.57
TamilNadu,Pulses,Peaty,34.26,35.4,18.09,47.17,14.65
TamilNadu,Groundnut,Peaty,38.65,40.44,32.28,27.07,21.41
AndhraPradesh,Cotton,Loamy,26.37,32.31,18.24,27.92,16.15
AndhraPradesh,Pulses,Sandy,23.95,86.1,6.09,57.95,8.2
TamilNadu,Wheat,Silty,28.95,46.02,66.13,17.88,23.72
Karnataka,Maize,Peaty,29.59,88.5,56.89,22.21,22.12
UttarPradesh,Sugarcane,Sandy,39.89,32.75,89.92,50.81,22.8
MadhyaPradesh,Groundnut,Silty,27.85,59.14,28.35,30.77,17.04
AndhraPradesh,Maize,Peaty,36.17,54.9,44.83,45.36,18.26
Bihar,Rice,Clay,24.67,48.52,66.2,47.98,16.43
UttarPradesh,Sugarcane,Sandy,38.15,82.99,21.13,19.54,21.65
UttarPradesh,Groundnut,Sandy,39.84,69.69,74.49,18.66,27.67
Rajasthan,Cotton,Peaty,25.0,85.68,34.27,38.98,15.13
Gujarat,Groundnut,Loamy,26.74,37.54,18.39,55.72,10.72
Maharashtra,Sugarcane,Peaty,32.37,41.36,53.33,44.04,18.24
Karnataka,Cotton,Sandy,28.47,52.88,84.89,22.47,24.54
Haryana,Wheat,Clay,31.71,59.5,70.87,12.07,26.19
Rajasthan,Pulses,Sandy,24.58,30.66,18.78,19.85,17.28
Maharashtra,Wheat,Peaty,28.3,42.05,78.83,37.42,20.89
Punjab,Sugarcane,Clay,34.05,51.57,26.66,32.63,18.35
Gujarat,Sugarcane,Loamy,35.44,79.63,17.87,59.74,12.47
TamilNadu,Pulses,Loamy,28.83,53.56,83.89,41.46,20.75
AndhraPradesh,Groundnut,Clay,34.63,44.81,70.86,46.77,20.12
Telangana,Cotton,Sandy,27.56,68.99,21.74,18.83,18.68
AndhraPradesh,Cotton,Clay,29.75,36.7,30.36,37.43,16.47
Haryana,Cotton,Peaty,25.81,68.48,62.5,24.12,21.17
UttarPradesh,Groundnut,Peaty,33.3,75.25,12.65,38.24,15.61
UttarPradesh,Pulses,Sandy,31.07,79.11,11.67,29.42,16.6
Punjab,Cotton,Clay,34.31,43.54,30.55,21.17,21.11
Gujarat,Sugarcane,Sandy,36.64,84.35,86.21,15.34,28.55
Rajasthan,Wheat,Clay,32.03,50.56,87.47,43.66,21.62
MadhyaPradesh,Wheat,Loamy,39.87,80.55,13.13,30.71,19.13
Maharashtra,Rice,Peaty,38.92,70.3,40.98,25.12,22.75
TamilNadu,Cotton,Silty,39.58,73.33,48.68,16.22,25.5
Punjab,Groundnut,Silty,29.91,62.99,19.39,21.19,18.67
Punjab,Sugarcane,Sandy,28.88,78.79,71.57,37.01,20.42
Telangana,Wheat,Silty,24.74,53.63,77.48,22.73,22.62
Maharashtra,Rice,Loamy,34.78,52.35,72.44,18.57,25.96
MadhyaPradesh,Groundnut,Clay,21.58,69.85,99.95,41.95,20.08
Haryana,Pulses,Silty,35.14,89.81,26.26,34.78,18.21
TamilNadu,Cotton,Clay,35.58,64.36,64.34,36.37,21.83
Punjab,Wheat,Silty,32.91,41.54,50.36,51.61,16.59
Gujarat,Groundnut,Silty,30.62,59.97,9.14,19.96,18.11
Karnataka,Pulses,Silty,24.8,75.24,33.79,11.27,20.57
Gujarat,Groundnut,Clay,35.16,68.41,93.29,17.12,28.45
AndhraPradesh,Pulses,Loamy,38.59,58.39,35.57,38.54,19.43
Gujarat,Wheat,Sandy,24.08,39.04,81.74,30.66,21.27
UttarPradesh,Maize,Loamy,37.63,87.58,65.94,39.34,22.02
Maharashtra,Cotton,Loamy,32.6,62.85,30.15,48.31,15.13
Rajasthan,Wheat,Clay,33.84,39.83,83.21,47.11,21.05
Punjab,Wheat,Peaty,21.39,37.35,64.91,45.12,15.88
MadhyaPradesh,Cotton,Loamy,28.52,43.33,94.96,56.35,18.78
Maharashtra,Groundnut,Sandy,39.83,76.49,79.8,16.64,28.6
UttarPradesh,Groundnut,Sandy,22.35,70.55,23.5,34.34,14.19
MadhyaPradesh,Sugarcane,Loamy,24.97,85.5,31.88,23.89,17.9
Bihar,Groundnut,Clay,29.37,39.58,67.92,50.51,17.5
Karnataka,Maize,Silty,32.88,87.99,48.67,52.72,16.19
AndhraPradesh,Cotton,Peaty,35.2,68.89,59.71,57.63,17.0
TamilNadu,Pulses,Peaty,34.32,39.23,49.34,15.17,24.2
Karnataka,Maize,Loamy,34.9,59.34,22.34,42.85,16.13
Haryana,Sugarcane,Silty,26.07,84.33,8.66,10.1,18.67
Karnataka,Wheat,Silty,30.81,61.89,89.91,56.36,18.96
Punjab,Maize,Sandy,27.6,35.77,41.54,33.89,17.66
MadhyaPradesh,Rice,Sandy,23.81,88.08,58.99,16.25,21.79
TamilNadu,Rice,Silty,27.45,31.17,76.7,51.02,17.7
Karnataka,Wheat,Silty,33.47,53.43,8.25,13.87,20.09
Maharashtra,Cotton,Loamy,25.22,61.05,24.53,49.37,12.14
Karnataka,Sugarcane,Peaty,23.14,71.48,21.05,15.26,18.0
Punjab,Sugarcane,Peaty,30.12,41.61,35.08,48.23,14.9
Haryana,Maize,Peaty,31.15,76.42,89.23,33.76,23.52
Bihar,Rice,Peaty,23.71,38.61,74.87,55.25,15.55
Haryana,Wheat,Sandy,26.42,65.0,79.44,37.19,20.43
AndhraPradesh,Sugarcane,Peaty,35.26,31.19,94.61,50.01,22.04
Punjab,Groundnut,Loamy,27.78,36.15,12.98,56.37,10.36
Maharashtra,Wheat,Clay,34.19,60.14,71.13,55.58,18.25
Gujarat,Pulses,Peaty,31.87,71.15,35.41,15.66,21.97
UttarPradesh,Maize,Loamy,33.85,84.46,76.77,47.22,20.39
Gujarat,Maize,Loamy,28.43,54.24,20.11,47.83,12.97
UttarPradesh,Rice,Loamy,38.28,34.84,23.49,53.98,15.04
